league,seasons,league_rank,squad,player,goals,team_total,league_total,goals_rank
La Liga,2017-2018,1,Barcelona,Jordi Alba,2,99,990,8
La Liga,2017-2018,1,Barcelona,Denis SuÃ¡rez,2,99,990,9
La Liga,2017-2018,1,Barcelona,Sergio Busquets,1,99,990,10
La Liga,2017-2018,1,Barcelona,Sergi Roberto,1,99,990,11
La Liga,2017-2018,1,Barcelona,Samuel Umtiti,1,99,990,12
La Liga,2017-2018,1,Barcelona,Ivan RakitiÄ‡,1,99,990,13
La Liga,2017-2018,1,Barcelona,Gerard Deulofeu,1,99,990,14
La Liga,2017-2018,1,Barcelona,Aleix Vidal,1,99,990,15
La Liga,2017-2018,1,Barcelona,AndrÃ©s Iniesta,1,99,990,16
La Liga,2017-2018,1,Barcelona,AndrÃ© Gomes,0,99,990,17
La Liga,2017-2018,1,Barcelona,Thomas Vermaelen,0,99,990,18
La Liga,2017-2018,1,Barcelona,NÃ©lson Semedo,0,99,990,19
La Liga,2017-2018,1,Barcelona,Marc-AndrÃ© ter Stegen,0,99,990,20
La Liga,2017-2018,1,Barcelona,Lucas Digne,0,99,990,21
La Liga,2017-2018,1,Barcelona,Javier Mascherano,0,99,990,22
La Liga,2017-2018,1,Barcelona,Jasper Cillessen,0,99,990,23
La Liga,2017-2018,1,Barcelona,JosÃ© Arnaiz,0,99,990,24
La Liga,2017-2018,1,Barcelona,Yerry Mina,0,99,990,25
La Liga,2017-2018,2,AtlÃ©tico Madrid,Antoine Griezmann,19,58,990,1
La Liga,2017-2018,2,AtlÃ©tico Madrid,Ãngel Correa,8,58,990,2
La Liga,2017-2018,2,AtlÃ©tico Madrid,KÃ©vin Gameiro,7,58,990,3
La Liga,2017-2018,2,AtlÃ©tico Madrid,Fernando Torres,5,58,990,4
La Liga,2017-2018,2,AtlÃ©tico Madrid,Koke,4,58,990,5
La Liga,2017-2018,2,AtlÃ©tico Madrid,Thomas Partey,3,58,990,6
La Liga,2017-2018,2,AtlÃ©tico Madrid,Yannick Carrasco,3,58,990,7
La Liga,2017-2018,2,AtlÃ©tico Madrid,Diego Costa,3,58,990,8
La Liga,2017-2018,2,AtlÃ©tico Madrid,SaÃºl Ã‘Ã­guez,2,58,990,9
La Liga,2017-2018,2,AtlÃ©tico Madrid,Filipe LuÃ­s,1,58,990,10
La Liga,2017-2018,2,AtlÃ©tico Madrid,JosÃ© MarÃ­a GimÃ©nez,1,58,990,11
La Liga,2017-2018,2,AtlÃ©tico Madrid,Vitolo,1,58,990,12
La Liga,2017-2018,2,AtlÃ©tico Madrid,Carlos Isaac,0,58,990,13
La Liga,2017-2018,2,AtlÃ©tico Madrid,Stefan SaviÄ‡,0,58,990,14
La Liga,2017-2018,2,AtlÃ©tico Madrid,Å ime Vrsaljko,0,58,990,15
La Liga,2017-2018,2,AtlÃ©tico Madrid,Arona SanÃ©,0,58,990,16
La Liga,2017-2018,2,AtlÃ©tico Madrid,Augusto FernÃ¡ndez,0,58,990,17
La Liga,2017-2018,2,AtlÃ©tico Madrid,Axel Werner,0,58,990,18
La Liga,2017-2018,2,AtlÃ©tico Madrid,Gabi,0,58,990,19
La Liga,2017-2018,2,AtlÃ©tico Madrid,Jan Oblak,0,58,990,20
La Liga,2017-2018,2,AtlÃ©tico Madrid,Juanfran,0,58,990,21
La Liga,2017-2018,2,AtlÃ©tico Madrid,Lucas HernÃ¡ndez,0,58,990,22
La Liga,2017-2018,2,AtlÃ©tico Madrid,NicolÃ¡s GaitÃ¡n,0,58,990,23
La Liga,2017-2018,2,AtlÃ©tico Madrid,Luciano Vietto,0,58,990,24
La Liga,2017-2018,2,AtlÃ©tico Madrid,Toni Moya,0,58,990,25
La Liga,2017-2018,2,AtlÃ©tico Madrid,Diego GodÃ­n,0,58,990,26
La Liga,2017-2018,3,Real Madrid,Cristiano Ronaldo,26,94,990,1
La Liga,2017-2018,3,Real Madrid,Gareth Bale,16,94,990,2
La Liga,2017-2018,3,Real Madrid,Isco,7,94,990,3
La Liga,2017-2018,3,Real Madrid,Marco Asensio,6,94,990,4
La Liga,2017-2018,3,Real Madrid,Toni Kroos,5,94,990,5
La Liga,2017-2018,3,Real Madrid,Karim Benzema,5,94,990,6
La Liga,2017-2018,3,Real Madrid,Casemiro,5,94,990,7
La Liga,2017-2018,3,Real Madrid,Sergio Ramos,4,94,990,8
La Liga,2017-2018,3,Real Madrid,Lucas VÃ¡zquez,4,94,990,9
La Liga,2017-2018,3,Real Madrid,Borja Mayoral,3,94,990,10
La Liga,2017-2018,3,Real Madrid,Nacho,3,94,990,11
La Liga,2017-2018,3,Real Madrid,Achraf Hakimi,2,94,990,12
La Liga,2017-2018,3,Real Madrid,Dani Ceballos,2,94,990,13
La Liga,2017-2018,3,Real Madrid,Marcelo,2,94,990,14
La Liga,2017-2018,3,Real Madrid,Luka ModriÄ‡,1,94,990,15
La Liga,2017-2018,3,Real Madrid,Marcos Llorente,0,94,990,16
La Liga,2017-2018,3,Real Madrid,Dani Carvajal,0,94,990,17
La Liga,2017-2018,3,Real Madrid,JesÃºs Vallejo,0,94,990,18
La Liga,2017-2018,3,Real Madrid,Keylor Navas,0,94,990,19
La Liga,2017-2018,3,Real Madrid,Luca Zidane,0,94,990,20
La Liga,2017-2018,3,Real Madrid,Mateo KovaÄiÄ‡,0,94,990,21
La Liga,2017-2018,3,Real Madrid,RaphaÃ«l Varane,0,94,990,22
La Liga,2017-2018,3,Real Madrid,Theo HernÃ¡ndez,0,94,990,23
La Liga,2017-2018,3,Real Madrid,Kiko Casilla,0,94,990,24
La Liga,2017-2018,4,Valencia,Rodrigo,16,65,990,1
La Liga,2017-2018,4,Valencia,Simone Zaza,13,65,990,2
La Liga,2017-2018,4,Valencia,Santi Mina,12,65,990,3
La Liga,2017-2018,4,Valencia,Daniel Parejo,7,65,990,4
La Liga,2017-2018,4,Valencia,GonÃ§alo Guedes,5,65,990,5
La Liga,2017-2018,4,Valencia,Geoffrey Kondogbia,4,65,990,6
La Liga,2017-2018,4,Valencia,Luciano Vietto,2,65,990,7
La Liga,2017-2018,4,Valencia,Nacho Vidal,1,65,990,8
La Liga,2017-2018,4,Valencia,Francis Coquelin,1,65,990,9
La Liga,2017-2018,4,Valencia,Carlos Soler,1,65,990,10
La Liga,2017-2018,4,Valencia,Andreas Pereira,1,65,990,11
La Liga,2017-2018,4,Valencia,Gabriel Paulista,0,65,990,12
La Liga,2017-2018,4,Valencia,Jaume DomÃ©nech,0,65,990,13
La Liga,2017-2018,4,Valencia,Ezequiel Garay,0,65,990,14
La Liga,2017-2018,4,Valencia,Ãlvaro MedrÃ¡n,0,65,990,15
La Liga,2017-2018,4,Valencia,RÃºben Vezo,0,65,990,16
La Liga,2017-2018,4,Valencia,Neto,0,65,990,17
La Liga,2017-2018,4,Valencia,Nemanja MaksimoviÄ‡,0,65,990,18
La Liga,2017-2018,4,Valencia,Nacho Gil,0,65,990,19
La Liga,2017-2018,4,Valencia,Jeison Murillo,0,65,990,20
La Liga,2017-2018,4,Valencia,MartÃ­n Montoya,0,65,990,21
La Liga,2017-2018,4,Valencia,JosÃ© Luis GayÃ,0,65,990,22
La Liga,2017-2018,4,Valencia,JoÃ£o Cancelo,0,65,990,23
La Liga,2017-2018,4,Valencia,Toni Lato,0,65,990,24
La Liga,2017-2018,4,Valencia,FerrÃ¡n Torres,0,65,990,25
La Liga,2017-2018,5,Villarreal,Carlos Bacca,15,57,990,1
La Liga,2017-2018,5,Villarreal,CÃ©dric Bakambu,9,57,990,2
La Liga,2017-2018,5,Villarreal,Samu Castillejo,6,57,990,3
La Liga,2017-2018,5,Villarreal,Nicola Sansone,5,57,990,4
La Liga,2017-2018,5,Villarreal,Enes Ãœnal,5,57,990,5
La Liga,2017-2018,5,Villarreal,Manu Trigueros,3,57,990,6
La Liga,2017-2018,5,Villarreal,Pablo Fornals,3,57,990,7
La Liga,2017-2018,5,Villarreal,VÃ­ctor Ruiz,2,57,990,8
La Liga,2017-2018,5,Villarreal,Mario Gaspar,2,57,990,9
La Liga,2017-2018,5,Villarreal,Denis Cheryshev,2,57,990,10
La Liga,2017-2018,5,Villarreal,Dani Raba,2,57,990,11
La Liga,2017-2018,5,Villarreal,Roger MartÃ­nez,1,57,990,12
La Liga,2017-2018,5,Villarreal,Rodri,1,57,990,13
La Liga,2017-2018,5,Villarreal,Sergio Asenjo,0,57,990,14
La Liga,2017-2018,5,Villarreal,Pau Torres,0,57,990,15
La Liga,2017-2018,5,Villarreal,Salem Al-Dawsari,0,57,990,16
La Liga,2017-2018,5,Villarreal,DarÃ­o Poveda,0,57,990,17
La Liga,2017-2018,5,Villarreal,RÃºben Semedo,0,57,990,18
La Liga,2017-2018,5,Villarreal,AdriÃ¡n MarÃ­n,0,57,990,19
La Liga,2017-2018,5,Villarreal,Alfred N'Diaye,0,57,990,20
La Liga,2017-2018,5,Villarreal,Ãlvaro GonzÃ¡lez,0,57,990,21
La Liga,2017-2018,5,Villarreal,AndrÃ©s FernÃ¡ndez,0,57,990,22
La Liga,2017-2018,5,Villarreal,Antonio Rukavina,0,57,990,23
La Liga,2017-2018,5,Villarreal,Roberto Soriano,0,57,990,24
La Liga,2017-2018,5,Villarreal,Daniele Bonera,0,57,990,25
La Liga,2017-2018,5,Villarreal,Jaume Costa,0,57,990,26
La Liga,2017-2018,5,Villarreal,Javi Fuego,0,57,990,27
La Liga,2017-2018,5,Villarreal,Leonardo SuÃ¡rez,0,57,990,28
La Liga,2017-2018,5,Villarreal,Mariano Barbosa,0,57,990,29
La Liga,2017-2018,5,Villarreal,Mario GonzÃ¡lez,0,57,990,30
La Liga,2017-2018,5,Villarreal,Ramiro Guerra,0,57,990,31
La Liga,2017-2018,5,Villarreal,Chuca,0,57,990,32
La Liga,2017-2018,6,Betis,Sergio LeÃ³n,11,60,990,1
La Liga,2017-2018,6,Betis,Antonio Sanabria,8,60,990,2
La Liga,2017-2018,6,Betis,Loren MorÃ³n,7,60,990,3
La Liga,2017-2018,6,Betis,JoaquÃ­n,4,60,990,4
La Liga,2017-2018,6,Betis,Cristian Tello,4,60,990,5
La Liga,2017-2018,6,Betis,Zouhair Feddal,3,60,990,6
La Liga,2017-2018,6,Betis,FabiÃ¡n Ruiz PeÃ±a,3,60,990,7
La Liga,2017-2018,6,Betis,Riza Durmisi,2,60,990,8
La Liga,2017-2018,6,Betis,Junior Firpo,2,60,990,9
La Liga,2017-2018,6,Betis,Ryad Boudebouz,2,60,990,10
La Liga,2017-2018,6,Betis,AndrÃ©s Guardado,2,60,990,11
La Liga,2017-2018,6,Betis,Joel Campbell,2,60,990,12
La Liga,2017-2018,6,Betis,AÃ¯ssa Mandi,1,60,990,13
La Liga,2017-2018,6,Betis,Francis Guerrero,1,60,990,14
La Liga,2017-2018,6,Betis,Javi GarcÃ­a,1,60,990,15
La Liga,2017-2018,6,Betis,Marc Bartra,1,60,990,16
La Liga,2017-2018,6,Betis,RubÃ©n Castro,1,60,990,17
La Liga,2017-2018,6,Betis,VÃ­ctor Camarasa,1,60,990,18
La Liga,2017-2018,6,Betis,Antonio BarragÃ¡n,0,60,990,19
La Liga,2017-2018,6,Betis,Alin ToÈ™ca,0,60,990,20
La Liga,2017-2018,6,Betis,Aitor Ruibal,0,60,990,21
La Liga,2017-2018,6,Betis,Rafa Navarro,0,60,990,22
La Liga,2017-2018,6,Betis,Antonio AdÃ¡n,0,60,990,23
La Liga,2017-2018,6,Betis,Dani GimÃ©nez,0,60,990,24
La Liga,2017-2018,6,Betis,Jordi Amat,0,60,990,25
La Liga,2017-2018,6,Betis,Juanjo NarvÃ¡ez,0,60,990,26
La Liga,2017-2018,6,Betis,Julio Gracia,0,60,990,27
La Liga,2017-2018,6,Betis,MatÃ­as Nahuel,0,60,990,28
La Liga,2017-2018,6,Betis,Pedro LÃ³pez,0,60,990,29
La Liga,2018-2019,1,Barcelona,Lionel Messi,36,90,946,1
La Liga,2018-2019,1,Barcelona,Luis SuÃ¡rez,21,90,946,2
La Liga,2018-2019,1,Barcelona,Ousmane DembÃ©lÃ©,8,90,946,3
La Liga,2018-2019,1,Barcelona,Philippe Coutinho,5,90,946,4
La Liga,2018-2019,1,Barcelona,Gerard PiquÃ©,4,90,946,5
La Liga,2018-2019,1,Barcelona,Ivan RakitiÄ‡,3,90,946,6
La Liga,2018-2019,1,Barcelona,Arturo Vidal,3,90,946,7
La Liga,2018-2019,1,Barcelona,Jordi Alba,2,90,946,8
La Liga,2018-2019,1,Barcelona,Carles AleÃ±Ã¡,2,90,946,9
La Liga,2018-2019,1,Barcelona,NÃ©lson Semedo,1,90,946,10
La Liga,2018-2019,1,Barcelona,Munir El Haddadi,1,90,946,11
La Liga,2018-2019,1,Barcelona,Malcom,1,90,946,12
La Liga,2018-2019,1,Barcelona,ClÃ©ment Lenglet,1,90,946,13
La Liga,2018-2019,1,Barcelona,Carles PÃ©rez,0,90,946,14
La Liga,2018-2019,1,Barcelona,Jasper Cillessen,0,90,946,15
La Liga,2018-2019,1,Barcelona,Abel Ruiz,0,90,946,16
La Liga,2018-2019,1,Barcelona,Arthur Melo,0,90,946,17
La Liga,2018-2019,1,Barcelona,Denis SuÃ¡rez,0,90,946,18
La Liga,2018-2019,1,Barcelona,Jeison Murillo,0,90,946,19
La Liga,2018-2019,1,Barcelona,Sergio Busquets,0,90,946,20
La Liga,2018-2019,1,Barcelona,Sergi Roberto,0,90,946,21
La Liga,2018-2019,1,Barcelona,Samuel Umtiti,0,90,946,22
La Liga,2018-2019,1,Barcelona,Riqui Puig,0,90,946,23
La Liga,2018-2019,1,Barcelona,Rafinha,0,90,946,24
La Liga,2018-2019,1,Barcelona,Moussa WaguÃ©,0,90,946,25
La Liga,2018-2019,1,Barcelona,Jean-Clair Todibo,0,90,946,26
La Liga,2018-2019,1,Barcelona,Marc-AndrÃ© ter Stegen,0,90,946,27
La Liga,2018-2019,1,Barcelona,Ãlex Collado,0,90,946,28
La Liga,2018-2019,1,Barcelona,Kevin-Prince Boateng,0,90,946,29
La Liga,2018-2019,1,Barcelona,Thomas Vermaelen,0,90,946,30
La Liga,2018-2019,2,AtlÃ©tico Madrid,Antoine Griezmann,15,55,946,1
La Liga,2018-2019,2,AtlÃ©tico Madrid,Ãlvaro Morata,6,55,946,2
La Liga,2018-2019,2,AtlÃ©tico Madrid,SaÃºl Ã‘Ã­guez,4,55,946,3
La Liga,2018-2019,2,AtlÃ©tico Madrid,Thomas Lemar,3,55,946,4
La Liga,2018-2019,2,AtlÃ©tico Madrid,Rodri,3,55,946,5
La Liga,2018-2019,2,AtlÃ©tico Madrid,Koke,3,55,946,6
La Liga,2018-2019,2,AtlÃ©tico Madrid,Diego GodÃ­n,3,55,946,7
La Liga,2018-2019,2,AtlÃ©tico Madrid,Ãngel Correa,3,55,946,8
La Liga,2018-2019,2,AtlÃ©tico Madrid,Thomas Partey,3,55,946,9
La Liga,2018-2019,2,AtlÃ©tico Madrid,Nikola KaliniÄ‡,2,55,946,10
La Liga,2018-2019,2,AtlÃ©tico Madrid,Filipe LuÃ­s,2,55,946,11
La Liga,2018-2019,2,AtlÃ©tico Madrid,Diego Costa,2,55,946,12
La Liga,2018-2019,2,AtlÃ©tico Madrid,Sergio Camello,1,55,946,13
La Liga,2018-2019,2,AtlÃ©tico Madrid,Borja GarcÃ©s,1,55,946,14
La Liga,2018-2019,2,AtlÃ©tico Madrid,Lucas HernÃ¡ndez,1,55,946,15
La Liga,2018-2019,2,AtlÃ©tico Madrid,Santiago Arias,1,55,946,16
La Liga,2018-2019,2,AtlÃ©tico Madrid,Carlos Isaac,0,55,946,17
La Liga,2018-2019,2,AtlÃ©tico Madrid,Vitolo,0,55,946,18
La Liga,2018-2019,2,AtlÃ©tico Madrid,Victor Mollejo,0,55,946,19
La Liga,2018-2019,2,AtlÃ©tico Madrid,Toni Moya,0,55,946,20
La Liga,2018-2019,2,AtlÃ©tico Madrid,Stefan SaviÄ‡,0,55,946,21
La Liga,2018-2019,2,AtlÃ©tico Madrid,Juanfran,0,55,946,22
La Liga,2018-2019,2,AtlÃ©tico Madrid,JosÃ© MarÃ­a GimÃ©nez,0,55,946,23
La Liga,2018-2019,2,AtlÃ©tico Madrid,JoaquÃ­n MuÃ±oz,0,55,946,24
La Liga,2018-2019,2,AtlÃ©tico Madrid,Jan Oblak,0,55,946,25
La Liga,2018-2019,2,AtlÃ©tico Madrid,Francisco Montero,0,55,946,26
La Liga,2018-2019,2,AtlÃ©tico Madrid,Antonio AdÃ¡n,0,55,946,27
La Liga,2018-2019,2,AtlÃ©tico Madrid,AndrÃ©s Solano,0,55,946,28
La Liga,2018-2019,2,AtlÃ©tico Madrid,Gelson Martins,0,55,946,29
La Liga,2018-2019,3,Real Madrid,Karim Benzema,21,63,946,1
La Liga,2018-2019,3,Real Madrid,Gareth Bale,8,63,946,2
La Liga,2018-2019,3,Real Madrid,Sergio Ramos,6,63,946,3
La Liga,2018-2019,3,Real Madrid,Mariano,3,63,946,4
La Liga,2018-2019,3,Real Madrid,Luka ModriÄ‡,3,63,946,5
La Liga,2018-2019,3,Real Madrid,Isco,3,63,946,6
La Liga,2018-2019,3,Real Madrid,Dani Ceballos,3,63,946,7
La Liga,2018-2019,3,Real Madrid,Casemiro,3,63,946,8
La Liga,2018-2019,3,Real Madrid,Marcelo,2,63,946,9
La Liga,2018-2019,3,Real Madrid,RaphaÃ«l Varane,2,63,946,10
La Liga,2018-2019,3,Real Madrid,Vinicius JÃºnior,2,63,946,11
La Liga,2018-2019,3,Real Madrid,Brahim DÃ­az,1,63,946,12
La Liga,2018-2019,3,Real Madrid,Dani Carvajal,1,63,946,13
La Liga,2018-2019,3,Real Madrid,JesÃºs Vallejo,1,63,946,14
La Liga,2018-2019,3,Real Madrid,Lucas VÃ¡zquez,1,63,946,15
La Liga,2018-2019,3,Real Madrid,Marco Asensio,1,63,946,16
La Liga,2018-2019,3,Real Madrid,Nacho,0,63,946,17
La Liga,2018-2019,3,Real Madrid,Federico Valverde,0,63,946,18
La Liga,2018-2019,3,Real Madrid,Javi SÃ¡nchez,0,63,946,19
La Liga,2018-2019,3,Real Madrid,Cristo GonzÃ¡lez,0,63,946,20
La Liga,2018-2019,3,Real Madrid,Ãlvaro Odriozola,0,63,946,21
La Liga,2018-2019,3,Real Madrid,Keylor Navas,0,63,946,22
La Liga,2018-2019,3,Real Madrid,Marcos Llorente,0,63,946,23
La Liga,2018-2019,3,Real Madrid,Toni Kroos,0,63,946,24
La Liga,2018-2019,3,Real Madrid,Sergio ReguilÃ³n,0,63,946,25
La Liga,2018-2019,3,Real Madrid,Thibaut Courtois,0,63,946,26
La Liga,2018-2019,3,Real Madrid,Luca Zidane,0,63,946,27
La Liga,2018-2019,4,Valencia,Daniel Parejo,9,51,946,1
La Liga,2018-2019,4,Valencia,Rodrigo,8,51,946,2
La Liga,2018-2019,4,Valencia,Santi Mina,7,51,946,3
La Liga,2018-2019,4,Valencia,KÃ©vin Gameiro,6,51,946,4
La Liga,2018-2019,4,Valencia,GonÃ§alo Guedes,5,51,946,5
La Liga,2018-2019,4,Valencia,FerrÃ¡n Torres,2,51,946,6
La Liga,2018-2019,4,Valencia,Mouctar Diakhaby,2,51,946,7
La Liga,2018-2019,4,Valencia,Ezequiel Garay,2,51,946,8
La Liga,2018-2019,4,Valencia,Denis Cheryshev,2,51,946,9
La Liga,2018-2019,4,Valencia,Carlos Soler,2,51,946,10
La Liga,2018-2019,4,Valencia,Cristiano Piccini,1,51,946,11
La Liga,2018-2019,4,Valencia,Daniel Wass,1,51,946,12
La Liga,2018-2019,4,Valencia,Geoffrey Kondogbia,1,51,946,13
La Liga,2018-2019,4,Valencia,JosÃ© Luis GayÃ,1,51,946,14
La Liga,2018-2019,4,Valencia,Michy Batshuayi,1,51,946,15
La Liga,2018-2019,4,Valencia,Facundo Roncaglia,0,51,946,16
La Liga,2018-2019,4,Valencia,Francis Coquelin,0,51,946,17
La Liga,2018-2019,4,Valencia,Gabriel Paulista,0,51,946,18
La Liga,2018-2019,4,Valencia,Jeison Murillo,0,51,946,19
La Liga,2018-2019,4,Valencia,Neto,0,51,946,20
La Liga,2018-2019,4,Valencia,Jaume DomÃ©nech,0,51,946,21
La Liga,2018-2019,4,Valencia,Lee Kangin,0,51,946,22
La Liga,2018-2019,4,Valencia,RÃºben Vezo,0,51,946,23
La Liga,2018-2019,4,Valencia,RubÃ©n Sobrino,0,51,946,24
La Liga,2018-2019,4,Valencia,Toni Lato,0,51,946,25
La Liga,2018-2019,5,Getafe,Jorge Molina,14,48,946,1
La Liga,2018-2019,5,Getafe,Jaime Mata,14,48,946,2
La Liga,2018-2019,5,Getafe,Ãngel RodrÃ­guez,8,48,946,3
La Liga,2018-2019,5,Getafe,Dimitri Foulquier,3,48,946,4
La Liga,2018-2019,5,Getafe,Leandro Cabrera,2,48,946,5
La Liga,2018-2019,5,Getafe,Nemanja MaksimoviÄ‡,1,48,946,6
La Liga,2018-2019,5,Getafe,Mauro Arambarri,1,48,946,7
La Liga,2018-2019,5,Getafe,Francisco Portillo,1,48,946,8
La Liga,2018-2019,5,Getafe,Vitorino Antunes,1,48,946,9
La Liga,2018-2019,5,Getafe,Amath,1,48,946,10
La Liga,2018-2019,5,Getafe,Samuel SÃ¡iz,1,48,946,11
La Liga,2018-2019,5,Getafe,IvÃ¡n Alejo,0,48,946,12
La Liga,2018-2019,5,Getafe,DamiÃ¡n SuÃ¡rez,0,48,946,13
La Liga,2018-2019,5,Getafe,David Soria,0,48,946,14
La Liga,2018-2019,5,Getafe,DjenÃ©,0,48,946,15
La Liga,2018-2019,5,Getafe,Gaku Shibasaki,0,48,946,16
La Liga,2018-2019,5,Getafe,Bruno GonzÃ¡lez,0,48,946,17
La Liga,2018-2019,5,Getafe,Ignasi Miquel,0,48,946,18
La Liga,2018-2019,5,Getafe,Leandro Chichizola,0,48,946,19
La Liga,2018-2019,5,Getafe,Markel Bergara,0,48,946,20
La Liga,2018-2019,5,Getafe,MathÃ­as Olivera,0,48,946,21
La Liga,2018-2019,5,Getafe,SebastiÃ¡n CristÃ³foro,0,48,946,22
La Liga,2018-2019,5,Getafe,Sergi Guardiola,0,48,946,23
La Liga,2018-2019,5,Getafe,Mathieu Flamini,0,48,946,24
La Liga,2018-2019,5,Getafe,Robert IbÃ¡Ã±ez,0,48,946,25
La Liga,2018-2019,5,Getafe,Hugo Duro,0,48,946,26
La Liga,2018-2019,6,Sevilla,Wissam Ben Yedder,18,62,946,1
La Liga,2018-2019,6,Sevilla,Pablo Sarabia,12,62,946,2
La Liga,2018-2019,6,Sevilla,AndrÃ© Silva,9,62,946,3
La Liga,2018-2019,6,Sevilla,Munir El Haddadi,5,62,946,4
La Liga,2018-2019,6,Sevilla,Franco VÃ¡zquez,3,62,946,5
La Liga,2018-2019,6,Sevilla,Ã‰ver Banega,3,62,946,6
La Liga,2018-2019,6,Sevilla,Roque Mesa,2,62,946,7
La Liga,2018-2019,6,Sevilla,Quincy Promes,2,62,946,8
La Liga,2018-2019,6,Sevilla,Gabriel Mercado,2,62,946,9
La Liga,2018-2019,6,Sevilla,Luis Muriel,1,62,946,10
La Liga,2018-2019,6,Sevilla,JesÃºs Navas,1,62,946,11
La Liga,2018-2019,6,Sevilla,Daniel CarriÃ§o,1,62,946,12
La Liga,2018-2019,6,Sevilla,Bryan,1,62,946,13
La Liga,2018-2019,6,Sevilla,Maxime Gonalons,0,62,946,14
La Liga,2018-2019,6,Sevilla,Guilherme Arana,0,62,946,15
La Liga,2018-2019,6,Sevilla,Simon KjÃ¦r,0,62,946,16
La Liga,2018-2019,6,Sevilla,Sergio Escudero,0,62,946,17
La Liga,2018-2019,6,Sevilla,Sergi GÃ³mez,0,62,946,18
La Liga,2018-2019,6,Sevilla,Maximilian WÃ¶ber,0,62,946,19
La Liga,2018-2019,6,Sevilla,Aleix Vidal,0,62,946,20
La Liga,2018-2019,6,Sevilla,Marko Rog,0,62,946,21
La Liga,2018-2019,6,Sevilla,Juan Soriano,0,62,946,22
La Liga,2018-2019,6,Sevilla,Joris Gnagnon,0,62,946,23
La Liga,2018-2019,6,Sevilla,Javier DÃ­az,0,62,946,24
La Liga,2018-2019,6,Sevilla,Ibrahim Amadou,0,62,946,25
La Liga,2018-2019,6,Sevilla,TomÃ¡Å¡ VaclÃ­k,0,62,946,26
La Liga,2018-2019,6,Sevilla,Nolito,0,62,946,27
La Liga,2019-2020,1,Real Madrid,Karim Benzema,21,70,942,1
La Liga,2019-2020,1,Real Madrid,Sergio Ramos,11,70,942,2
La Liga,2019-2020,1,Real Madrid,Casemiro,4,70,942,3
La Liga,2019-2020,1,Real Madrid,Toni Kroos,4,70,942,4
La Liga,2019-2020,1,Real Madrid,Vinicius JÃºnior,3,70,942,5
La Liga,2019-2020,1,Real Madrid,Marco Asensio,3,70,942,6
La Liga,2019-2020,1,Real Madrid,Luka ModriÄ‡,3,70,942,7
La Liga,2019-2020,1,Real Madrid,Rodrygo,2,70,942,8
La Liga,2019-2020,1,Real Madrid,RaphaÃ«l Varane,2,70,942,9
La Liga,2019-2020,1,Real Madrid,Luka JoviÄ‡,2,70,942,10
La Liga,2019-2020,1,Real Madrid,Federico Valverde,2,70,942,11
La Liga,2019-2020,1,Real Madrid,Lucas VÃ¡zquez,2,70,942,12
La Liga,2019-2020,1,Real Madrid,Gareth Bale,2,70,942,13
La Liga,2019-2020,1,Real Madrid,Isco,1,70,942,14
La Liga,2019-2020,1,Real Madrid,Nacho,1,70,942,15
La Liga,2019-2020,1,Real Madrid,Mariano,1,70,942,16
La Liga,2019-2020,1,Real Madrid,James RodrÃ­guez,1,70,942,17
La Liga,2019-2020,1,Real Madrid,Ferland Mendy,1,70,942,18
La Liga,2019-2020,1,Real Madrid,Eden Hazard,1,70,942,19
La Liga,2019-2020,1,Real Madrid,Dani Carvajal,1,70,942,20
La Liga,2019-2020,1,Real Madrid,Marcelo,1,70,942,21
La Liga,2019-2020,1,Real Madrid,Thibaut Courtois,0,70,942,22
La Liga,2019-2020,1,Real Madrid,Brahim DÃ­az,0,70,942,23
La Liga,2019-2020,1,Real Madrid,Ãlvaro Odriozola,0,70,942,24
La Liga,2019-2020,1,Real Madrid,Alphonse Areola,0,70,942,25
La Liga,2019-2020,1,Real Madrid,Ã‰der MilitÃ£o,0,70,942,26
La Liga,2019-2020,2,Barcelona,Lionel Messi,25,86,942,1
La Liga,2019-2020,2,Barcelona,Luis SuÃ¡rez,16,86,942,2
La Liga,2019-2020,2,Barcelona,Antoine Griezmann,9,86,942,3
La Liga,2019-2020,2,Barcelona,Arturo Vidal,8,86,942,4
La Liga,2019-2020,2,Barcelona,Ansu Fati,7,86,942,5
La Liga,2019-2020,2,Barcelona,Arthur Melo,3,86,942,6
La Liga,2019-2020,2,Barcelona,Sergio Busquets,2,86,942,7
La Liga,2019-2020,2,Barcelona,Jordi Alba,2,86,942,8
La Liga,2019-2020,2,Barcelona,Frenkie de Jong,2,86,942,9
La Liga,2019-2020,2,Barcelona,ClÃ©ment Lenglet,2,86,942,10
La Liga,2019-2020,2,Barcelona,NÃ©lson Semedo,1,86,942,11
La Liga,2019-2020,2,Barcelona,Sergi Roberto,1,86,942,12
La Liga,2019-2020,2,Barcelona,Martin Braithwaite,1,86,942,13
La Liga,2019-2020,2,Barcelona,Junior Firpo,1,86,942,14
La Liga,2019-2020,2,Barcelona,Ivan RakitiÄ‡,1,86,942,15
La Liga,2019-2020,2,Barcelona,Gerard PiquÃ©,1,86,942,16
La Liga,2019-2020,2,Barcelona,Carles PÃ©rez,1,86,942,17
La Liga,2019-2020,2,Barcelona,Ousmane DembÃ©lÃ©,1,86,942,18
La Liga,2019-2020,2,Barcelona,Riqui Puig,0,86,942,19
